R   G   B
0   0   0
0   0   0
0   0   0
0   0   0
0   0   0
0   0   0
0   0   0
0   0   0
0   0   0
0   0   0
0   0   0
0   0   0
0   0   0
0   0   0
0   0   0
0   0   0
0   0   0
0   0   0
0   0   0
0   0   0
0   0   0
0   0   0
112 63  37
112 61  38
112 61  38
112 60  39
112 59  40
112 63  40
111 64  40
111 64  40
111 64  40
111 64  40
111 64  40
111 64  40
110 61  42
109 58  42
109 58  42
109 58  42
109 58  42
109 58  42
109 58  42
109 59  42
109 59  42
109 59  42
109 59  42
109 59  42
109 60  40
109 62  40
112 61  38
112 60  39
112 59  40
112 60  39
112 61  38
112 61  38
112 60  38
112 54  37
0   0   0
0   0   0
0   0   0
0   0   0
0   0   0
